Utterance,Type,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,ID,Comments,TS,Sub topic,Dialogue_Act,Emotion,Valence,Arousal,Dominance,Trust,SE
"One of the things that we know about bulimia nervosa is that when people overly restrict or you know, stop eating a lot or go for, you know, a day and a half and really restrict their calories, that oftentimes that that kind of leads into that kind of binge eating cycle. And we know that that's the case. The other thing that we're aware of is that a lot of individuals who struggle with eating difficulties like this also report a lot of difficulties they have like with managing stress or managing relationships or have a difficult time knowing what they're feeling or managing feelings. Is that something that you've experienced? Okay. Yeah. All right. Well, that's okay. Because in many respects, I think both things go on for individuals that struggle with eating difficulties like that. And so we know that there's a lot of dieting and restriction that goes on but we also know that there are other things that are happening in terms of managing feelings, managing stress, etc. So one of the things that I like to focus on in terms of working with clients and working with individuals like yourself is I take an approach it's called interpersonal psychotherapy and, and what that means, in essence is that I like to approach the eating problem by looking at kind of the kind of social in kind of more interpersonal context, because there's a lot of things that are probably going on, or may have gone on in your life that have been kind of associated with times and you've been more likely to use food or to restrict your calorie intake. And so what I'd like to do is really talk with you over the next, you know, few sessions about, you know, periods of time in your life currently and in the past where you've had, you know, overeating episodes and when you've restricted your calories, when you've You know, lost weight, or when you, you know binge and things like that and really start looking at, you know, patterns perhaps in your relationships and then what we'll do is kind of sum that up at the end of the time that we're together and see if we can kind of come up with a little bit of a game plan and some goals to help you reduce your binge eating. So how's that sound? Okay. And there's really good evidence for the things you know, the things that we're going to be doing, in fact, the more that we work on some of these issues, you'll you'll know pretty quickly that you're gonna start feeling a lot better and, and it'll have a, you know, pretty positive impact on your eating. Okay, great. So this is what I'd like to do is first of all, first of all, let's start with I want you to give me a recent episode, where like just recently within the last couple days where you've had one of those episodes that you talked about where you felt like a lot that you lost control, and that you ended up vomiting or you know, and and it will and kind of get an idea about that. And then what I'd like to do is and we'll go kind of back in time, and then I want you to tell me the first time that you had an episode like that. So and then then what we'll do then over the next couple of sessions is then we'll, we'll start from when it started and kind of like work our way up to the present. And I'll just ask you a lot of questions and we'll, you know, kind of go from there. Right? So why don't you tell me the Tell me like a recent episode, that where you felt like that you'd lost control. You're eating",T,0.0,2.0,2.0,-1.0,-2.0,0.0,26_9,,,,,,,,,,
"me like just this Saturday night, I guess. I went out with my friends. And it was fun. It was a good night at first and whatnot. And we then went to a party. I guess guess what kind of sparked it would be I saw the sky that I kind of liked for a little while and I mean, I just wasn't I was a little nervous about kind of what I was wearing and it just didn't feel that good to see him. So I kind of left pretty early on and went home or back to my apartment. And yeah, I mean, kind of what typically happens is the kitchen grabbing different foods bag of chips. I think my roommate had left out like a sleeve of cookies or something and, and I just ate on the couch. Yeah. Finished most of it and yeah.",P,,,,,,,26_10,,,,,,,,,,
"Okay. Have you been restricting your your food? You know, for the prior to that or you've been dieting prior to that?",T,1.0,-1.0,0.0,-1.0,-2.0,0.0,26_11,,,,,,,,,,
"I mean, I guess like, dieting isn't what you would consider it as I try to eat more healthy typically. And yeah, I mean, I've been like dealing with different assignments and stress around that. So Yeah, it's kind of fluctuated time. Okay. Okay.",P,,,,,,,26_12,,,,,,,,,,
"I'm meant to tell you to I like to take a lot of notes at least initially so I have a good sense of what's going on. So what else was going on? Okay, so it sounds like Saturday night out with friends. See person that you like that you've just say you dated some?",T,1.0,2.0,1.0,2.0,1.0,0.0,26_13,,,,,,,,,,
I really like we've kind of been like okay interested. Interesting. Yeah.,P,,,,,,,26_14,,,,,,,,,,
"Okay. All right. I'm sorry. Okay, so you're kind of interested. Yeah. And then you sounds like what you were, then you began to feel more concerned about how you were how you looked at how your outfit felt. Yeah.",T,2.0,-1.0,2.0,-1.0,-2.0,-1.0,26_15,,,,,,,,,,
"I mean, I didn't plan on seeing him right now. Yeah, yeah, it just, it was Yeah, the right outfit to see.",P,,,,,,,26_16,,,,,,,,,,
"Okay. And so that then, then what's then what happened then is that you go back to the apartment foods there. And then you kind of sat down on the couch and you felt like that you'd lost control.",T,1.0,-1.0,0.0,2.0,1.0,0.0,26_17,,,,,,,,,,
"Yeah. And then I guess after that, like before bed I made sure. Okay. Go into the bathroom. Okay.",P,,,,,,,26_18,,,,,,,,,,
Okay. It's just kind of a typical scenario.,T,2.0,-1.0,0.0,-1.0,1.0,-1.0,26_19,,,,,,,,,,
"Yeah. I mean, yeah, eating before. Okay.",P,,,,,,,26_20,,,,,,,,,,
"Okay. And then um, so you went home to the apartment.",T,1.0,-1.0,0.0,-1.0,-2.0,-1.0,26_21,,,,,,,,,,
your junior year. So my third year,P,,,,,,,26_22,,,,,,,,,,
"in school, and what are you working on?",T,0.0,0.0,1.0,-1.0,-2.0,-1.0,26_23,,,,,,,,,,
at English isn't major?,P,,,,,,,26_24,,,,,,,,,,
"Yeah. Because I was thinking about the time of the year, so Coming up or any projects coming up, so, anything big on the horizon for you? ",T,1.0,2.0,1.0,2.0,-2.0,2.0,26_25,,,,,,,,,,
"I mean, like midterm,",P,,,,,,,26_26,,,,,,,,,,
okay. Okay. Okay.,T,2.0,-1.0,0.0,-1.0,-2.0,-1.0,26_27,,,,,,,,,,
"Ah, yes, studying for one of my midterms and like on Thursday night, my test was on Friday, and my roommate kind of has had her boyfriend over a lot. And it's pretty annoying because like she knew I had a test to study for and, like, I like being home to study. I don't want to, I don't want to be in the library. Like, I want to be in my room and my bed and they're constantly in the living room on the couch. And yeah, they're pretty loud. So it's kind of frustrating and yeah, it's pretty stressful. Okay,",P,,,,,,,26_28,,,,,,,,,,
"sounds like it. Um, what's your roommates name? ",T,2.0,2.0,0.0,2.0,1.0,-1.0,26_29,,,,,,,,,,
Kathy,P,,,,,,,26_30,,,,,,,,,,
"Kathy. Okay. Okay. So then Kathy has a roommate over quite often this last week she was they were there quite a bit boyfriend, her boyfriend. Okay. And then you're trying to study and did you talk with them about that in terms of the noise or that bothering you?",T,2.0,1.0,0.0,2.0,-2.0,-1.0,26_31,,,,,,,,,,
"I mean, she knew I had a midterm coming up. Okay. Okay.",P,,,,,,,26_32,,,,,,,,,,
"Sounds like you feel like that you've tried to let her know in various ways that you know, you've got something coming up and that you'd like to study and when it's quiet and you'd like to be able to focus but that the sounds like that. They're kind of constant commotion is really distressing to you, right? If you talk with her, like one to one about How that bothers you or that that's a real problem for you. Okay, she know what's hard about doing that, in terms of talking with her.",T,0.0,2.0,0.0,-1.0,-2.0,-1.0,26_33,,,,,,,,,,
"I mean, we're kind of like newer roommates, each other we were introduced. So we haven't known each other.",P,,,,,,,26_34,,,,,,,,,,
"Okay. All right, that makes sense. Okay.",T,0.0,-1.0,2.0,-1.0,-2.0,-1.0,26_35,,,,,,,,,,
"I mean, he's ever alive.",P,,,,,,,26_36,,,,,,,,,,
"Okay. Okay. Okay. All right. Okay, that's helpful.",T,2.0,0.0,2.0,0.0,2.0,-2.0,26_37,,,,,,,,,,
"Yes, middle school, so or eighth grade, probably 12 or 13?",P,,,,,,,26_38,,,,,,,,,,
"Middle School, 12 or 13 years old. Um, good. So we'll start from there. Tell me about your. Tell me about your parents.",T,0.0,1.0,0.0,-1.0,-2.0,-1.0,26_39,,,,,,,,,,
"So my mom, Lisa, she, my dad is Steve. They actually got divorced when I was 10. Okay, so she then remarried soon after. Okay.",P,,,,,,,26_40,,,,,,,,,,
"Okay, so your mom and dad divorced when you were 10. Okay, and so, alright, so let me Okay, that's helpful. And then you say your mom got remarried.",T,0.0,1.0,0.0,-1.0,-2.0,-1.0,26_41,,,,,,,,,,
Two years after that. Okay. Okay.,P,,,,,,,26_42,,,,,,,,,,
You haven't any siblings?,T,0.0,1.0,2.0,-2.0,-2.0,-2.0,26_43,,,,,,,,,,
I do now from this from her second marriage.,P,,,,,,,26_44,,,,,,,,,,
"Okay. All right. And is that a boy or a little sister? What's her name? Brooke. Okay, so mom remarried. What's your stepdad same? Bruce. Bruce. Okay. Okay. All right. So, Mom and Bruce. They have a little girl and her name is Brooke. Okay, how old is Brooke. Okay, six. Oh, she's six. Okay. Okay. All right. Okay.",T,0.0,1.0,1.0,-2.0,-2.0,2.0,26_45,,,,,,,,,,
"I mean, like after, or what led up to that",P,,,,,,,26_46,,,,,,,,,,
kind of do you have a sense about what led up to the divorce or what was going on?,T,0.0,1.0,0.0,-2.0,-2.0,-1.0,26_47,,,,,,,,,,
"I guess they were fighting a lot. Yeah, probably that those are probably my most memorable memories. Yeah, that's a fighting and dad, just they weren't around each other as much anymore. And mom was kind of out of the house more.",P,,,,,,,26_48,,,,,,,,,,
"Okay. Then Then. So then they divorced when you were 10. And so then how soon after, did your mom marry a Bruce?",T,0.0,1.0,0.0,-1.0,-2.0,-1.0,26_49,,,,,,,,,,
just under two years,P,,,,,,,26_50,,,,,,,,,,
under two years. Okay. How was that for you to have her remarry so quickly?,T,1.0,2.0,2.0,2.0,-2.0,2.0,26_51,,,,,,,,,,
"I mean, they really like it. Yeah. Okay.",P,,,,,,,26_52,,,,,,,,,,
"During the, during that period of time, because I know you talked about middle school, but during the period of time when they were having difficulties with their marriage. What was your, you know, your feeling like? or How are you managing that during that time in terms of your feelings about the night? Ah.",T,2.0,-1.0,2.0,2.0,1.0,2.0,26_53,,,,,,,,,,
"I mean, I guess I don't really recognize too many issues right then necessarily.",P,,,,,,,26_54,,,,,,,,,,
"Were you talking to anybody or you know, anybody? reasonable. Did anybody else know what was going on? Or?",T,2.0,1.0,2.0,-1.0,-2.0,-1.0,26_55,,,,,,,,,,
"I mean, I was like, pretty close with my grandma, my dad's mom. Okay.",P,,,,,,,26_56,,,,,,,,,,
And she was aware of what was happening.,T,0.0,1.0,0.0,-1.0,-2.0,-1.0,26_57,,,,,,,,,,
"Yeah, she was. Yeah. So she was definitely there. Okay, I'm closer with my dad. I'd say.",P,,,,,,,26_58,,,,,,,,,,
"Okay, even at that time, and sounds like that. You're pretty close to you're pretty close to your dad's mom.",T,0.0,1.0,1.0,0.0,0.0,1.0,26_59,,,,,,,,,,
Yeah. She's not around anymore. But yeah.,P,,,,,,,26_60,,,,,,,,,,
"Oh, I'm sorry about that. When did she pass away High School. Okay, so alright, so make a note of that okay all right so yeah definitely make sure that we talk a little bit about that okay so at 10 mom and dad divorce less than two years your Mamrie Mary's Mary's Bruce so then what happened what happened to you after the divorce Did you were you mom or with your dad where were you?",T,0.0,1.0,0.0,-2.0,-2.0,-1.0,26_61,,,,,,,,,,
know with my mom more we moved to a different area okay not too far from my dad I saw him like a decent amount but definitely was with my mom more,P,,,,,,,26_62,,,,,,,,,,
okay so then you alright so then Bruce your mom and Bruce in the you because I know you're seeing more time with her moved to what like a different different town different,T,0.0,1.0,0.0,-1.0,-2.0,2.0,26_63,,,,,,,,,,
"I just like a town over okay, but change schools and whatnot.",P,,,,,,,26_64,,,,,,,,,,
"Okay. All right. So prior to moving to a new school, were you in a public school or private school",T,1.0,-1.0,2.0,0.0,-2.0,2.0,26_65,,,,,,,,,,
"it was a public school, then switch to a private",P,,,,,,,26_66,,,,,,,,,,
switch to a private school? Okay. Okay. All right. Okay. How was that transition for you going from public school to private school?,T,1.0,-1.0,2.0,-1.0,-2.0,2.0,26_67,,,,,,,,,,
"I mean, I wasn't excited about it. It was kind of like a more uppity area. Yeah, I mean, like, it was kind of hard, because they're like, like in a private school, these people have kind of been together for a little while. And because there's less people there, they kind of moreso all know each other and have their groups and whatnot.",P,,,,,,,26_68,,,,,,,,,,
