Utterance,Type,ID
"I did, I did. Thank you.",P,ufXwxYsVaeA_6
"Okay, I just wanted to interview you. I know you had some concerns, you called me, so we're going to go over that today. What I wanted to do first of all was ask you what brings you here today to my office.",T,ufXwxYsVaeA_7
"Um, I think I need like therapeutic help. You know, looking into some therapy classes or...",P,ufXwxYsVaeA_8
Okay. What kind of classes are you looking for?,T,ufXwxYsVaeA_9
"Drug and alcohol, perhaps?",P,ufXwxYsVaeA_10
"Oh, okay. Drug and alcohol. Are you experiencing right now today, are you using any drugs today?",T,ufXwxYsVaeA_11
"Very little. Not as much as I used to, honestly. I used to go out and party with my friends and use a lot, like almost on a daily basis, but I don't do it as much.",P,ufXwxYsVaeA_12
Right. What is your number one drug of choice right now?,T,ufXwxYsVaeA_13
Weed.,P,ufXwxYsVaeA_14
Weed. You smoke a lot of weed?,T,ufXwxYsVaeA_15
Yeah.,P,ufXwxYsVaeA_16
"Okay. Now do you smoke it with friends, by yourself?",T,ufXwxYsVaeA_17
"Usually with friends, actually. Yeah.",P,ufXwxYsVaeA_18
Okay. Do you find yourself doing that at home or do you go out?,T,ufXwxYsVaeA_19
"No, I go out because my mom doesn't allow it. So I usually go out to the park or you know, after school or something like that.",P,ufXwxYsVaeA_20
And do you feel that that's something that you need to help you function or is it something...,T,ufXwxYsVaeA_21
"You know what, it's just a habit and it helps me relax, honestly. Like keeps me down, mellow, you know.",P,ufXwxYsVaeA_22
Right. Now do you go smoke weed with other friends or by yourself?,T,ufXwxYsVaeA_23
"Um, I usually go with my other friends because they're my influences to be around.",P,ufXwxYsVaeA_24
Okay. So I mean do you feel that it helps you function better or is it just something that you're just experimenting with?,T,ufXwxYsVaeA_25
"It actually helps me function better. A lot better, actually. I know it's not the right choice or anything. That's why I'm kind of looking into therapy so I can find other ways to stay right.",P,ufXwxYsVaeA_26
Right. Do you find yourself spending a lot of money on marijuana?,T,ufXwxYsVaeA_27
"Yeah, I do.",P,ufXwxYsVaeA_28
How much do you spend a week or what's your habit like right now?,T,ufXwxYsVaeA_29
About $100 a week.,P,ufXwxYsVaeA_30
"$100 a week. Okay, so that's almost equivalent to about maybe $10 to $15 a day. What we want to do is help you create some steps to begin to phase out. I wanted to identify the problem, and that's the marijuana. Are there events in your life that trigger your use? What's your family structure like right now?",T,ufXwxYsVaeA_31
"You know what, I get along with my family. I have a foster family because when I was born, I was kind of separated from my biological family so they put me in foster care. I lived with my two other siblings. That's about it.",P,ufXwxYsVaeA_32
So pretty much you've been raised by your foster parents and your biological parents are not in the picture?,T,ufXwxYsVaeA_33
"Not in the picture, actually.",P,ufXwxYsVaeA_34
"Okay. Now in your family, how many siblings do you have?",T,ufXwxYsVaeA_35
"Six, but I only lived with two.",P,ufXwxYsVaeA_36
And what number are you? Are you the youngest?,T,ufXwxYsVaeA_37
I'm actually the oldest.,P,ufXwxYsVaeA_38
"You're the oldest of six siblings. So do you feel maybe there was added responsibility put on you, or did you guys live together?",T,ufXwxYsVaeA_39
"It was only two of us. Two of my sisters. We just lived together and I didn't have full responsibility on them, it was just kind of... yeah.",P,ufXwxYsVaeA_40
"Right. And so your other four siblings, where did they go?",T,ufXwxYsVaeA_41
"You know what, I have no clue.",P,ufXwxYsVaeA_42
So you've been separated since birth and you were raised by your foster parents. How do you feel about that?,T,ufXwxYsVaeA_43
"I used to get made fun of when I was in school and it was a little hard on me, but I'm kind of getting over it now. I've tried to contact them but it's not working out.",P,ufXwxYsVaeA_44
"Right. Okay, so pretty much your biological parents are not here and your foster parents are the ones that raised you.",T,ufXwxYsVaeA_45
"I like to consider them my parents, yeah. That's my mom and dad.",P,ufXwxYsVaeA_46
"Okay. And then also as you were living together at home, how are you disciplined or who were you disciplined by?",T,ufXwxYsVaeA_47
"My mom. Not so much of my dad, he was kind of laid back. My mom, she would discipline. It can go from being grounded to a whipping, or she'll take our equipment like PlayStations or phones.",P,ufXwxYsVaeA_48
So there was pretty much a consequence for your behavior. Would you say that mom was consistent? Did she pretty much discipline everybody the same?,T,ufXwxYsVaeA_49
"Yeah, yeah, she disciplined everybody the same.",P,ufXwxYsVaeA_50
"Well, that's good. Growing up, do you feel the discipline helped you?",T,ufXwxYsVaeA_51
"Yeah, I do. Other than this whole drug use, I think it helped me a lot. Kind of set some boundaries.",P,ufXwxYsVaeA_52
Does your mother know that you smoke marijuana?,T,ufXwxYsVaeA_53
"She doesn't know that I do it at this exact moment because a while ago I kind of stopped and I told her that, so she doesn't really know that I'm doing it as much right now.",P,ufXwxYsVaeA_54
"The reason why I'm asking is because in order for us to help you, we want to develop a good support system. Tell me a little bit about yourself when you were growing up. Were you more of an introvert or an extrovert?",T,ufXwxYsVaeA_55
"No, I was more outgoing. I like to be in the center, in the spot. Attention seeker, class clown, I was that type of person.",P,ufXwxYsVaeA_56
"That kind of explains why this conversation is going well, you're pretty much open. Now, right now, how old are you, Curtis?",T,ufXwxYsVaeA_57
20.,P,ufXwxYsVaeA_58
You're 20 years old. Do you have a girlfriend?,T,ufXwxYsVaeA_59
"I do, I have a girlfriend.",P,ufXwxYsVaeA_60
How old is your girlfriend?,T,ufXwxYsVaeA_61
She's 17.,P,ufXwxYsVaeA_62
And when does she turn 18?,T,ufXwxYsVaeA_63
She turns 18 in actually like three weeks.,P,ufXwxYsVaeA_64
"Oh, okay. How long have you known her and been together?",T,ufXwxYsVaeA_65
"Not that long. About two months. I've been off and on with girlfriends because of the whole drug use and they don't like to deal with it, so it's been not that good for me.",P,ufXwxYsVaeA_66
So your past relationships pretty much have been blown due to your drug problem. Did your partners know that you were smoking marijuana? Were you upfront with them or did they find out?,T,ufXwxYsVaeA_67
They found out. Exactly what it was.,P,ufXwxYsVaeA_68
"So some of your choices had consequences. We want to be able to identify your problem and what triggers you to go use marijuana. Growing up with six siblings, did you all go to the same school? Tell me about your school history.",T,ufXwxYsVaeA_69
"I had a sister who is one year younger than me so we were on the same grade level. Me and her went to the same school for a while, then she got into this honors class and moved into an honors school. I was at school by myself then.",P,ufXwxYsVaeA_70
"And this was a younger sister, so you were pretty close to her?",T,ufXwxYsVaeA_71
"Yeah. During high school, I moved through seven different high schools.",P,ufXwxYsVaeA_72
Seven?,T,ufXwxYsVaeA_73
"Yeah, it's been hard, but I got it together around two years ago and I got my high school diploma and graduated.",P,ufXwxYsVaeA_74
How did that affect you being moved around seven times? Did you move physically?,T,ufXwxYsVaeA_75
"When I was 13, I moved from my foster parents and went into a group home. So as I moved from group home to group home, it would be different areas and different schools.",P,ufXwxYsVaeA_76
"Right. So then you had to make a whole new set of friends and that was the challenge. What are some of the subjects that came easy to you, that you enjoyed?",T,ufXwxYsVaeA_77
"Spelling, I like spelling, I was in every spelling bee. I like reading, that's about it.",P,ufXwxYsVaeA_78
So spelling and reading are your strong points. That kind of explains why you're pretty good as far as being vocal. What were some of the classes that you didn't really enjoy?,T,ufXwxYsVaeA_79
"Math, science, PE... that's about it.",P,ufXwxYsVaeA_80
All right. What was your relationship with your teachers and maybe some of the peers that you had at the school?,T,NiPQIhbrKFk_1
"I didn't get along with the teachers, honestly. I was always the class clown, so I was usually getting kicked out or getting detention.",P,NiPQIhbrKFk_2
"So overall today, do you want to further your education?",T,NiPQIhbrKFk_3
"Yeah, I'm trying to go to college, actually.",P,NiPQIhbrKFk_4
Great. So you're looking into maybe like a four-year or junior college?,T,NiPQIhbrKFk_5
"Yeah, a junior college for now, actually.",P,NiPQIhbrKFk_6
"During the time that you were in school, did you have a job? Have you worked?",T,NiPQIhbrKFk_7
"I was working at Paul's place, a restaurant through the school, as part of a job program.",P,NiPQIhbrKFk_8
How did that make you feel when you were working?,T,NiPQIhbrKFk_9
"I liked it. It got boring at times and paychecks were small, but it was a start.",P,NiPQIhbrKFk_10
It taught you how to work at a young age. How old were you when you started working?,T,NiPQIhbrKFk_11
I was fifteen.,P,NiPQIhbrKFk_12
So you've known at a young age it's going to take hard work. What would be your dream job?,T,NiPQIhbrKFk_13
A pilot. I want to be a pilot.,P,NiPQIhbrKFk_14
A pilot. Wow. And what's your reasoning behind that?,T,NiPQIhbrKFk_15
"I love airplanes. I just want to fly, be in the air, and go fast.",P,NiPQIhbrKFk_16
Have you looked into what it would take to become a pilot?,T,NiPQIhbrKFk_17
The only struggle with that is math. I don't think it's going to work out.,P,NiPQIhbrKFk_18
What would be your next dream job?,T,NiPQIhbrKFk_19
A cop. I'm trying to get back into a cadet program.,P,NiPQIhbrKFk_20
"We can discuss helping you find a program close by. Regarding the marijuana, you know that being a cop, you'd have to let it go.",T,NiPQIhbrKFk_21
